EXAME|UNIDADE|VALOR_REF
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|2005 a 5549
DESIDROGENASE LACTICA (DHL), plasma - DHL - DHL|U/L|inferior a 436
T3 REVERSO, soro - Observação - Observação||
QUANTIFICAÇÃO DA MUTAÇÃO p.V617F DO GENE JAK2 - JAK2, Quantificação da mutação V617F - JAK2, Quantificação da mutação V617F|%|
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|18 a 91
SERIE VERMELHA, sangue total - Hemoglobina - Hemoglobina|g/dL|12,2 a 14,8
SERIE VERMELHA, sangue total - VCM - VCM|fL|80,0 a 92,0
SERIE VERMELHA, sangue total - Eritrócitos - Eritrócitos|milhões/mm3|4,10 a 5,20
SERIE VERMELHA, sangue total - Hematócrito - Hematócrito|%|36,0 a 43,0
SERIE VERMELHA, sangue total - RDW - RDW|%|11,2 a 13,5
ENZIMA CONVERSORA DA ANGIOTENSINA, ECA, soro - Enzima conversora angiotensina, ECA - Enzima conversora angiotensina, ECA||
JO-1, AUTO-ANTICORPOS, soro - Jo-1, Auto-Anticorpos - imunodifusão dupla - Jo-1, Auto-Anticorpos - imunodifusão dupla||Não reagente
LINFOCITOS T TOTAIS (CD-3), sangue - Linfócitos T CD3+ - Linfócitos T CD3+|/mm3|900 a 4500
LINFOCITOS NATURAL KILLER, sangue - Linfócitos Natural Killer - Linfócitos Natural Killer|/mm3|100 a 1000
LINFOCITOS B (CD-19), sangue - Linfocitos CD-19 - Linfocitos CD-19|/mm3|200 a 2100
RNP, AUTO-ANTICORPOS, soro - RNP, Auto-Anticorpos - RNP, Auto-Anticorpos||Não reagente
TEMPO DE SANGRAMENTO - TS - 2a Det - TS - 2a Det|minuto|
ZINCO, urina - Zinco, urina - Zinco, urina|microg/g creatinina|Até 900
COBRE, urina - Cobre, urina - Cobre, urina|microg/g creatinina|Até 50
LINFOCITOS T TOTAIS (CD-3), sangue - Linfócitos T CD3+ - Linfócitos T CD3+|/mm3|1400 a 8000
LINFOCITOS T AUXILIADORES E SUPRESSORES, sangue - Linfócitos T CD4+ - Linfócitos T CD4+|/mm3|900 a 5500
LINFOCITOS T AUXILIADORES E SUPRESSORES, sangue - Linfócitos T CD8+ - Linfócitos T CD8+|/mm3|400 a 2300
LINFOCITOS T AUXILIADORES E SUPRESSORES, sangue - Relação CD4+/CD8+ - Relação CD4+/CD8+|/mm3|0,9 a 3,7
LINFOCITOS T AUXILIADORES E SUPRESSORES, sangue - Linfócitos T CD3+ - Linfócitos T CD3+|/mm3|1400 a 8000
LINFOCITOS B (CD-19), sangue - Linfocitos CD-19 - Linfocitos CD-19|/mm3|600 a 3100
LINFOCITOS NATURAL KILLER, sangue - Linfócitos Natural Killer - Linfócitos Natural Killer|/mm3|100 a 1400
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG1 - IgG1|mg/dL|250 a 820
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG2 - IgG2|mg/dL|38 a 240
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG3 - IgG3|mg/dL|15 a 107
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG4 - IgG4|mg/dL|Menor ou igual a 62
LINFOCITOS T TOTAIS (CD-3), sangue - Linfócitos T CD3+ - Linfócitos T CD3+|/mm3|1600 a 6700
LINFOCITOS T AUXILIADORES, sangue - Linfócitos T CD4+ - Linfócitos T CD4+|/mm3|900 a 5500
LINFÓCITOS T SUPRESSORES, sangue - Relação CD4+/CD8+ - Relação CD4+/CD8+|/mm3|0,9 a 3,7
CREATINOQUINASE TOTAL (CPK), plasma - CK - CK|U/L|33 a 145
RECEPTOR DE FOSFOLIPASE A2 (PLA-2R), AUTOANTICORPOS, soro - Receptor de Fosfolipase A2 (PLA-2R) - Receptor de Fosfolipase A2 (PLA-2R)|UR/mL|Não reagente: inferior a 0,7
TESTE DE GRAVIDEZ, urina - Teste de Gravidez, urina - Teste de Gravidez, urina||negativo
RUBEOLA, AVIDEZ DE ANTICORPOS IgG, soro - Rubeola, Avidez IgG - Rubeola, Avidez IgG|%|
PESQUISA DE TROFOZOITO DE ENTAMOEBA HISTOLYTICA/DISPAR - Trofozoito de Entamoeba Histolytica/Dispar - Trofozoito de Entamoeba Histolytica/Dispar||Negativa
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG||
SULFATO DE DEHIDROEPIANDROSTERONA (DHEA-S), soro - DHEA-S - DHEA-S|microg/dL|Até 19
ANTICORPOS BLOQUEADORES DO FATOR INTRINSECO, soro - Bloqueadores do Fator Intrinsico - Bloqueadores do Fator Intrinsico||Negativo
DENGUE, ANTICORPOS IgG, soro - Dengue, IgG - Dengue, IgG||
DENGUE, ANTICORPOS IgM, soro - Dengue, IgM - Dengue, IgM||
CREATINOQUINASE TOTAL (CK), soro - CK - CK||
CALCIO IONIZADO, soro - Cálcio Ionizado - Cálcio Ionizado||
POTÁSSIO, amostra isolada de urina - Potássio, urina isolada - Potássio, urina isolada|mEq/L|11 a 80
POTÁSSIO, amostra isolada de urina - Relação Potássio/Creatinina - Relação Potássio/Creatinina||13 a 116
ANIDROGLUCITOL, 1,5 AG, soro - Anidroglucitol, 1,5 AG - Anidroglucitol, 1,5 AG|microgramas/mL|7,5 - 28,4
PRE-CALICREINA, TESTE QUALITATIVO PARA DEFICIENCIA DE, plasma - Pre-Calicreina - Rel pac/pool  plasma normal - Pre-Calicreina - Rel pac/pool  plasma normal||
PRE-CALICREINA, TESTE QUALITATIVO PARA DEFICIENCIA DE, plasma - Pre-Calicreina - Pre-Calicreina|segundo|
CREATINOQUINASE TOTAL (CK), soro - CK - CK|U/L|24 a 170
DESIDROGENASE LACTICA (DHL), soro - DHL - DHL|U/L|inferior a 1100
FATOR II DE CRESCIMENTO SIMILE A INSULINA, soro - Fator II de crescimento (IGF II) - Fator II de crescimento (IGF II)|ng/mL|
SÓDIO, amostra isolada de urina - Sódio, urina isolada - Sódio, urina isolada|mEq/L|15 a 267
TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA, plasma - TTPA-Paciente/Normal (após mistura) - TTPA-Paciente/Normal (após mistura)|segundos|0,80 a 1,28
ACIDO URICO, amostra isolada de urina - Relação Ácido Úrico/Creatinina - Relação Ácido Úrico/Creatinina|mg/g creatinina|297 a 654
FOSFATASE ALCALINA (ALP), plasma - Fosfatase Alcalina - Fosfatase Alcalina|U/L|82 - 331
DESIDROGENASE LACTICA (DHL), plasma - DHL - DHL|U/L|inferior a 683
FOSFATASE ALCALINA (ALP), plasma - Fosfatase Alcalina - Fosfatase Alcalina|U/L|55 - 149
MAG, ANTICORPOS, soro - MAG, anticorpos - MAG, anticorpos||Não detectado
IGE ESPECIFICO, C73 - INSULINA HUMANA, soro - Rast - C73 - Insulina Humana - Rast - C73 - Insulina Humana|kU/L|inferior a 0,35
QUANTIFICAÇÃO DO TRANSCRITO DO REARRANJO PML/RARA - PML/RARA, translocação - PML/RARA, translocação||Indetectável
RECEPTOR DE FOSFOLIPASE A2 (PLA-2R), AUTOANTICORPOS, soro - Receptor de Fosfolipase A2 (PLA-2R) - Receptor de Fosfolipase A2 (PLA-2R)|UR/mL|Não reagente: inferior a 14
PESQUISA DE MACROCREATINOQUINASE (MacroCK), soro - Macrocreatinoquinase - Macrocreatinoquinase||Ausente
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3||
EVEROLIMUS, sangue total - Everolimus - Everolimus|ng/mL|Nível terapêutico: 3,0 a 8,0
CORPOS CETONICOS, urina - Corpos cetônicos, urina - Corpos cetônicos, urina|mg/dL|inferior a 5 (NEGATIVO)
CONTAGEM DE RETICULOCITOS, sangue total - Reticulócitos - Reticulócitos||
ANTICORPOS ANTI-ANTIGENO PRECOCE DO VIRUS EB, soro - Virus EB, anticorpos anti-antigeno precoce - Virus EB, anticorpos anti-antigeno precoce||Negativo
ACIDO LACTICO, plasma (amostra arterial) - Lactato, arterial - Lactato, arterial|mg/dL|4,5 a 14,4
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos T CD4+ - Linfócitos T CD4+|/mm3|300 a 2000
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos T CD8+ - Linfócitos T CD8+|/mm3|300 a 1800
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos T - Linfócitos T|/mm3|700 a 4200
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos B - Linfócitos B|/mm3|200 a 1600
SUBPOPULAÇÕES LINFOCITÁRIAS, sangue - Linfócitos Natural Killer - Linfócitos Natural Killer|/mm3|90 a 900
Eletroforese DE HEMOGLOBINA, sangue total - Hemoglobina A - Hemoglobina A||
Eletroforese DE HEMOGLOBINA, sangue total - Hemoglobina A2 - Hemoglobina A2||
Eletroforese DE HEMOGLOBINA, sangue total - Hemoglobina F - Hemoglobina F||
SERIE VERMELHA, sangue total - Hemoglobina - Hemoglobina|g/dL|11,0 a 14,0
SERIE VERMELHA, sangue total - VCM - VCM|fL|74,0 a 89,0
SERIE VERMELHA, sangue total - Eritrócitos - Eritrócitos|milhões/mm3|4,10 a 5,10
SERIE VERMELHA, sangue total - Hematócrito - Hematócrito|%|33,0 a 42,0
SERIE VERMELHA, sangue total - Hemoglobina Corpuscular Média - Hemoglobina Corpuscular Média|pg|24,0 a 30,0
SERIE VERMELHA, sangue total - RDW - RDW|%|12,0 a 14,5
FERRO MEDULAR - Ferro medular - depósito intersticial - Ferro medular - depósito intersticial||POSITIVO: ++/+++
FERRO MEDULAR - Ferro medular - sideroblastos - Ferro medular - sideroblastos|%|Até 30
FERRO MEDULAR - Ferro medular - sideroblastos em anel - Ferro medular - sideroblastos em anel||Ausentes
HEMOGRAMA, sangue total - Hemoglobina - Hemoglobina|g/dL|10,0 a 20,0
HEMOGRAMA, sangue total - VCM - VCM|fL|85,0 a 110,0
HEMOGRAMA, sangue total - Leucócitos - Leucócitos|/mm3|5.000 a 20.000
HEMOGRAMA, sangue total - Neutrófilos - Neutrófilos|/mm3|1.000 a 9.000
HEMOGRAMA, sangue total - Linfócitos - Linfócitos|/mm3|2.500 a 16.500
HEMOGRAMA, sangue total - Eritrócitos - Eritrócitos|milhões/mm3|3,00 a 5,50
HEMOGRAMA, sangue total - Hematócrito - Hematócrito|%|31,0 a 55,0
HEMOGRAMA, sangue total - Hemoglobina Corpuscular Média - Hemoglobina Corpuscular Média|pg|28,0 a 40,0
GAMA GLUTAMIL TRANSFERASE (GAMA-GT), soro - Gama-GT - Gama-GT|U/L|até 151
IGE ESPECIFICO, F279 - PIMENTA MALAGUETA, soro - Rast - F279 - Pimenta malagueta - Rast - F279 - Pimenta malagueta|kU/L|inferior a 0,35
TESTE DE SUPRESSÃO DO CORTISOL, APÓS 2 MG DE DEXAMETASONA, soro - Cortisol após dexametasona - Cortisol após dexametasona|microg/dL|
POTÁSSIO, amostra isolada de urina - Potássio, urina isolada - Potássio, urina isolada|mEq/L|17 a 99
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|37 a 205
URINA TIPO I - JATO FINAL - Leucócitos quantitativo, urina - Leucócitos quantitativo, urina||inferior a 30.000/mL
URINA TIPO I - JATO FINAL - Eritrócitos quantitativo, urina - Eritrócitos quantitativo, urina||inferior a 12.000/mL
C5, COMPONENTE DO COMPLEMENTO, soro - C5 - C5|mg/dL|10,6 a 26,3
SERIE VERMELHA AUTOMATIZADA, sangue total - Hemoglobina - Hemoglobina|g/dL|12,0 a 15,5
SERIE VERMELHA AUTOMATIZADA, sangue total - VCM - VCM|fL|82,0 a 98,0
SERIE VERMELHA AUTOMATIZADA, sangue total - Eritrócitos - Eritrócitos|milhões/mm3|3,90 a 5,00
SERIE VERMELHA AUTOMATIZADA, sangue total - Hematócrito - Hematócrito|%|35,0 a 45,0
SERIE VERMELHA AUTOMATIZADA, sangue total - RDW - RDW|%|11,9 a 15,5
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG1 - IgG1|mg/dL|350 a 940
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG2 - IgG2|mg/dL|63 a 300
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG4 - IgG4|mg/dL|Menor ou igual a 127
TIROGLOBULINA, soro - Observação - Observação||
AMILASE, urina - Período de coleta (horas) - Período de coleta (horas)||
AMILASE, urina - Volume (mL) - Volume (mL)||
AMILASE, urina - Amilase, urina - Amilase, urina|U/L|Menor ou igual a 460
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|nmol/L|12 a 259
FOSFOLIPÍDEOS, soro - Fosfolipídeos, soro - Fosfolipídeos, soro|mg/dL|155 a 275
PROTEINA RELACIONADA AO PARATORMONIO, soro - Proteína - Paratormonio (PTHrP) - Proteína - Paratormonio (PTHrP)|pg/mL|14 a 27
CORTICOSTERONA, soro - Corticosterona, soro - Corticosterona, soro|ng/dL|95 a 1500
IGE ESPECIFICO, D73 - ÁCARO DE ESTOCAGEM, soro - Rast - D73 - Ácaro de estocagem - Rast - D73 - Ácaro de estocagem|kU/L|inferior a 0,35
NOVO CORONAVÍRUS 2019 (SARS-CoV-2), DETECÇÃO POR PCR - Covid 19, Detecção por PCR - Covid 19, Detecção por PCR||
FATOR DE CRESCIMENTO DO ENDOTÉLIO VASCULAR (VEGF), plasma - Fator Crescimento Endotélio Vascular (VEGF) - Fator Crescimento Endotélio Vascular (VEGF)|pg/mL|Inferior ou igual a 96,2
POTÁSSIO, amostra isolada de urina - Potássio, urina isolada - Potássio, urina isolada|mEq/L|22 a 164
POTÁSSIO, amostra isolada de urina - Relação Potássio/Creatinina - Relação Potássio/Creatinina||8 a 129
FOSFATASE ALCALINA (ALP), plasma - Fosfatase Alcalina - Fosfatase Alcalina|U/L|45 - 87
LINFOCITOS T TOTAIS (CD-3), sangue - Linfócitos T CD3+ - Linfócitos T CD3+|/mm3|800 a 3500
LINFOCITOS NATURAL KILLER, sangue - Linfócitos Natural Killer - Linfócitos Natural Killer|/mm3|70 a 1200
LINFOCITOS B (CD-19), sangue - Linfocitos CD-19 - Linfocitos CD-19|/mm3|200 a 600
BORRELIA BURGDORFERI (DOENÇA DE LYME), TESTE CONFIRMATÓRIO, soro - Borrelia Burgdorferi (Doença de Lyme), IgG - Borrelia Burgdorferi (Doença de Lyme), IgG||
BORRELIA BURGDORFERI (DOENÇA DE LYME), TESTE CONFIRMATÓRIO, soro - Borrelia Burgdorferi (Doença de Lyme), IgM - Borrelia Burgdorferi (Doença de Lyme), IgM||
TEMPO DE TROMBINA, URGENTE, plasma - Trombina, tempo - Trombina, tempo|segundos|15,8 a 24,9
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|1465 a 4074
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|1945 a 5403
TESTE RÁPIDO PARA DETECÇÃO DE M. TUBERCULOSIS E RESISTÊNCIA À RIFAMPICINA - Mycobacterium tuberculosis PCR - Mycobacterium tuberculosis PCR||Negativo
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG3 - IgG3|mg/dL|28 a 125
NUCLEOSSOMO (CROMATINA), Auto-anticorpos, soro - Observação - Observação||
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|1637 a 4492
GLOBULINA LIGADORA DE HORMONIOS SEXUAIS(SHBG), soro - SHBG - SHBG|mmol/L|36 a 270
POTASSIO, soro - Potássio - Potássio|mEq/L|3,5 a 5,8
MAGNESIO, soro - Magnésio - Magnésio||
ACIDO URICO, amostra isolada de urina - Relação Ácido Úrico/Creatinina - Relação Ácido Úrico/Creatinina|mg/g creatinina|1.189 a 2.378
IGFBP-3 (PROTEINA LIGADORA-3 DO FATOR DE CRESCIMENTO SIMILE A INSULINA) - IGFBP3 - IGFBP3|ng/mL|1942 a 5193
TROPONINA T ultrassensível, plasma - Troponina T ultrassensível - Troponina T ultrassensível|ng/mL|inferior a 0,014
IgE ESPECÍFICO, rAha H1 AMENDOIM, soro - Rast - rAha H1 - Amendoim - Rast - rAha H1 - Amendoim|kU/L|inferior a 0,35
HIV1/HIV2, ANTICORPOS, soro - HIV1/HIV2 - Índice - HIV1/HIV2 - Índice||
HIV1/HIV2, ANTICORPOS, soro - HIV1/HIV2 - HIV1/HIV2||
SERIE VERMELHA, sangue total - Hemoglobina - Hemoglobina|g/dL|12,0 a 14,5
SERIE VERMELHA, sangue total - VCM - VCM|fL|79,0 a 91,0
SERIE VERMELHA, sangue total - Eritrócitos - Eritrócitos|milhões/mm3|4,10 a 5,30
SERIE VERMELHA, sangue total - Hemoglobina Corpuscular Média - Hemoglobina Corpuscular Média|pg|27,0 a 33,0
SERIE VERMELHA, sangue total - Concentração de Hemoglobina Corpuscular - Concentração de Hemoglobina Corpuscular|g/dL|32,0 a 36,0
SERIE VERMELHA, sangue total - RDW - RDW|%|11,6 a 13,4
FOSFATASE ALCALINA (ALP), plasma - Fosfatase Alcalina - Fosfatase Alcalina|U/L|129 - 417
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG1 - IgG1|mg/dL|200 a 770
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG2 - IgG2|mg/dL|34 a 230
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG3 - IgG3|mg/dL|15 a 97
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG4 - IgG4|mg/dL|Menor ou igual a 43
LINFOCITOS T AUXILIADORES, sangue - Linfócitos T CD4+ - Linfócitos T CD4+|/mm3|1400 a 5100
LINFÓCITOS T SUPRESSORES, sangue - Linfócitos T CD8+ - Linfócitos T CD8+|/mm3|600 a 2200
LINFÓCITOS T SUPRESSORES, sangue - Relação CD4+/CD8+ - Relação CD4+/CD8+|/mm3|1,6 a 3,8
LINFOCITOS T E B, sangue - Linfócitos T - Linfócitos T|/mm3|2400 a 6900
LINFOCITOS T E B, sangue - Linfócitos B - Linfócitos B|/mm3|700 a 2500
BETA-HIDROXIBUTIRATO, soro - Beta-Hidroxibutirato - Beta-Hidroxibutirato|mmol/L|igual ou inferior a 0,28
IGE ESPECIFICO, E81 - EPITÉLIO DE CARNEIRO, soro - Rast - E81 - Epitélio de carneiro - Rast - E81 - Epitélio de carneiro|kU/L|inferior a 0,35
GLICOSE, soro - Glicose - Glicose||
25 HIDROXI-VITAMINA D, soro - 25 Hidroxi - vitamina D - 25 Hidroxi - vitamina D||
HEPATITE B, ANTICORPO CONTRA ANTIGENO DE SUPERFICIE, soro (Anti-HBs) - Anti-HBs - Anti-HBs||
ANTIGENO DE SUPERFICIE DA HEPATITE B, soro - AgHBs - AgHBs||
ANTICORPOS ANTI-VIRUS DA HEPATITE C (Anti-HCV), soro - Anti-HCV - Anti-HCV||
HIV1/HIV2, ANTICORPOS E ANTÍGENO, soro - HIV1/HIV2 - HIV1/HIV2||
TOXOPLASMA, ANTICORPOS IgG, soro - Toxoplasma, IgG - Toxoplasma, IgG||
DETECÇÃO DE CHLAMYDIA TRACHOMATIS POR MÉTODO MOLECULAR - Clamidia Trachomatis PCR - Clamidia Trachomatis PCR||
HORMONIO TIROESTIMULANTE (TSH), soro - Hormônio Tiroestimulante - Hormônio Tiroestimulante||
DESIDROGENASE LACTICA (DHL), soro - DHL - DHL|U/L|inferior a 975
TRIAGEM DE INIBIDORES DA COAGULACAO, plasma - Triagem inibidores da coagulação - Conclusão - Triagem inibidores da coagulação - Conclusão||AUSÊNCIA DE INIBIDOR
PROTEINA C, ANTIGENO, plasma - Protein C Antigen - Protein C Antigen|%|70 a 140
HEMOGLOBINA e MIOGLOBINA, pesquisa na urina - Hemoglobina, urina - Hemoglobina, urina||Negativa
HEMOGLOBINA e MIOGLOBINA, pesquisa na urina - Mioglobina, urina - Mioglobina, urina||Negativa
CREATINOQUINASE TOTAL (CK), soro - CK - CK|U/L|27 a 160
CLONAZEPAM, soro - Clonazepam, soro - Clonazepam, soro|ng/mL|10 a 80
DESIDROGENASE LACTICA (DHL), plasma - DHL - DHL|U/L|inferior a 975
MAGNESIO, plasma - Magnésio - Magnésio|mg/dL|1,5 a 2,2
FERRITINA, soro - Ferritina - Ferritina|microg/L|200 a 600
FERRO, soro - Ferro - Ferro|microg/dL|100 a 250
LINFOCITOS T AUXILIADORES, sangue - Linfócitos T CD4+ - Linfócitos T CD4+|/mm3|1500 a 5000
LINFÓCITOS T SUPRESSORES, sangue - Linfócitos T CD8+ - Linfócitos T CD8+|/mm3|500 a 1600
LINFÓCITOS T SUPRESSORES, sangue - Relação CD4+/CD8+ - Relação CD4+/CD8+|/mm3|1,7 a 3,9
LINFOCITOS NATURAL KILLER, sangue - Linfócitos Natural Killer - Linfócitos Natural Killer|/mm3|100 a 1300
LINFOCITOS T TOTAIS (CD-3), sangue - Linfócitos T CD3+ - Linfócitos T CD3+|/mm3|2300 a 6500
LINFÓCITOS B (CD20), sangue - Linfócitos B (CD-20) - Linfócitos B (CD-20)|/mm3|600 a 3000
LINFOCITOS B (CD-19), sangue - Linfocitos CD-19 - Linfocitos CD-19|/mm3|600 a 3000
DEPURACAO DE CREATININA ENDOGENA - Creatinina - Creatinina|mg/dL|0,30 a 0,70
DEPURACAO DE CREATININA ENDOGENA - Creatinina, Depuração corrigida - Creatinina, Depuração corrigida|mL/minuto|70 a 140
ALFA-1 ANTITRIPSINA SERICA, FENOTIPAGEM, soro - Alfa-1, Antitripsina,soro-Fenotipagem - Alfa-1, Antitripsina,soro-Fenotipagem|mg/dL|100 a 190
ALFA-1 ANTITRIPSINA SERICA, FENOTIPAGEM, soro - Alfa-1, Antitripsina, soro-Fenotipagem-Mut S - Alfa-1, Antitripsina, soro-Fenotipagem-Mut S||Negativo
ALFA-1 ANTITRIPSINA SERICA, FENOTIPAGEM, soro - Alfa-1, Antitripsina, soro-Fenotipagem-Mut Z - Alfa-1, Antitripsina, soro-Fenotipagem-Mut Z||Negativo
ALFA-1 ANTITRIPSINA SERICA, FENOTIPAGEM, soro - Alfa-1, Antiripisina, soro-Fenotipagem-Interp - Alfa-1, Antiripisina, soro-Fenotipagem-Interp||
SUBCLASSES DE IMUNOGLOBULINA G, soro - IgG3 - IgG3|mg/dL|13 a 85
PLAQUETAS - Fração Imatura de Plaquetas - Fração Imatura de Plaquetas|%|1,1 a 6,8
GAMA GLUTAMIL TRANSFERASE (GAMA-GT), soro - Gama-GT - Gama-GT||
ANTIGENOS INTRACELULARES, AUTO-ANTICORPOS (FAN) - FAN - Nuclear - FAN - Nuclear||
ANTIGENOS INTRACELULARES, AUTO-ANTICORPOS (FAN) - FAN - Nucleolar - FAN - Nucleolar||
ANTIGENOS INTRACELULARES, AUTO-ANTICORPOS (FAN) - FAN - Placa Cromossômica Metafásica - FAN - Placa Cromossômica Metafásica||
ANTIGENOS INTRACELULARES, AUTO-ANTICORPOS (FAN) - FAN - Citoplasmático - FAN - Citoplasmático||
ANTIGENOS INTRACELULARES, AUTO-ANTICORPOS (FAN) - FAN - Aparelho Mitótico - FAN - Aparelho Mitótico||
TIROXINA (T4) LIVRE, soro - T4 Livre - T4 Livre||
ANTICORPOS ANTI-PEROXIDASE TIROIDIANA, soro - Anticorpos Anti-Peroxidase Tiroidiana - Anticorpos Anti-Peroxidase Tiroidiana||
HOMOCISTEINA, plasma - Homocisteína - Homocisteína||
PROTEINA C-REATIVA, soro - Proteína C-Reativa - Proteína C-Reativa||
ZINCO, plasma - Zinco - Zinco||
FERRITINA, soro - Ferritina - Ferritina||
ACIDO FOLICO, soro - Ácido fólico - Ácido fólico||
VITAMINA B-12, soro - Vitamina B-12 - Vitamina B-12||
ACIDO ASCORBICO, plasma - Ácido ascorbico, plasma - Ácido ascorbico, plasma||
PROGESTERONA, soro - Progesterona - Progesterona||
ESTRADIOL, soro - Estradiol - Estradiol||
HORMONIO FOLICULO ESTIMULANTE (FSH), soro - FSH - FSH||
HORMONIO LUTEINIZANTE (LH), soro - LH - LH||
AMILASE, soro - Amilase - Amilase||
PARATORMONIO (PTH), MOLECULA INTACTA, soro - PTH - PTH||
CALCIO, soro - Cálcio - Cálcio||
HEMOSSEDIMENTACAO, sangue total - VHS - VHS||
FIBRINOGENIO, plasma - Fibrinogenio - Fibrinogenio||
BILIRRUBINAS, soro - Bilirrubina Direta - Bilirrubina Direta||
BILIRRUBINAS, soro - Bilirrubina Total - Bilirrubina Total||
BILIRRUBINAS, soro - Bilirrubina Indireta - Bilirrubina Indireta||
FOSFATASE ALCALINA (ALP), soro - Fosfatase Alcalina - Fosfatase Alcalina||
CONTAGEM DE RETICULOCITOS, sangue total - Fração de reticulócitos imaturos (IRF) - Fração de reticulócitos imaturos (IRF)||
SATURAÇÃO DA TRANSFERRINA, soro - Ferro - Capac Total ligação - Ferro - Capac Total ligação||
SATURAÇÃO DA TRANSFERRINA, soro - Ferro - Ferro||
SATURAÇÃO DA TRANSFERRINA, soro - Ferro - Grau de Saturação - Ferro - Grau de Saturação||
FERRO, soro - Ferro - Ferro||
FOSFORO INORGANICO, soro - Fósforo - Fósforo||
DESIDROGENASE LACTICA (DHL), soro - DHL - DHL||
PROTEINA TOTAL E FRACOES, soro - Proteínas - Proteínas||
PROTEINA TOTAL E FRACOES, soro - Albumina - Albumina||
PROTEINA TOTAL E FRACOES, soro - Globulinas - Globulinas||
PROTEINA TOTAL E FRACOES, soro - Relação Albumina/Globulina - Relação Albumina/Globulina||
ALBUMINA, soro - Albumina - Albumina||
ANTIGENO e DO VIRUS DA HEPATITE B (AgHBe), soro - AgHBe - AgHBe||
ANTICORPO CONTRA O ANTIGENO e DO VIRUS DA HEPATITE B (ANTI-HBe), soro - Anti-HBe - Anti-HBe||
ANTICORPO CONTRA O ANTIGENO DO CORE DO VIRUS DA HEPATITE B, soro - Anti-HBc Total - Anti-HBc Total||
ANTICORPO IgM CONTRA ANTIGENO DO CORE DO VIRUS DA HEPATITE B, soro - Anti-HBc, IgM - Anti-HBc, IgM||
IMUNOFIXAÇÃO DAS PROTEÍNAS SÉRICAS - Proteínas Séricas, imunofixação - Proteínas Séricas, imunofixação||
ELETROFORESE DAS PROTEÍNAS SÉRICAS - Eletro - Albumina - Eletro - Albumina||
ELETROFORESE DAS PROTEÍNAS SÉRICAS - Eletro - Alfa 1 globulina - Eletro - Alfa 1 globulina||
ELETROFORESE DAS PROTEÍNAS SÉRICAS - Eletro - Alfa 2 globulina - Eletro - Alfa 2 globulina||
ELETROFORESE DAS PROTEÍNAS SÉRICAS - Eletro - Beta 1 globulina - Eletro - Beta 1 globulina||
ELETROFORESE DAS PROTEÍNAS SÉRICAS - Eletro - Beta 2 globulina - Eletro - Beta 2 globulina||
ELETROFORESE DAS PROTEÍNAS SÉRICAS - Eletro - Gama globulina - Eletro - Gama globulina||
ELETROFORESE DAS PROTEÍNAS SÉRICAS - Eletro - Albumina/Globulina - Eletro - Albumina/Globulina||
IgA, IMUNOGLOBULINA, soro - IgA, Imunoglobulina - IgA, Imunoglobulina||
IgG, IMUNOGLOBULINA, soro - IgG, Imunoglobulina - IgG, Imunoglobulina||
IgM, IMUNOGLOBULINA, soro - IgM, Imunoglobulina - IgM, Imunoglobulina||
PROTEINA TOTAL, soro - Proteínas - Proteínas||
